Company,Model,Segment,Fuel,Power(HP),Torque(Nm),Displacement,Length,Width,Height,Wheelbase,Cargo Volume,Unladen Weight,Top Speed,Acceleration 0-62 Mph (0-100 kph),Combined mpg,Fuel capacity
LAND ROVER,2020 Land Rover Defender 110,Medium SUV,Hybrid Gasoline,400.0,550.0,2996.0,197.6,78.6,77.4,119.0,11.4,5165.0,119.0,6.1,20.8,23.8
LAND ROVER,2020 Land Rover Defender 110,Medium SUV,Mild Hybrid Diesel,249.0,570.0,2996.0,197.6,79.1,78.6,119.0,11.4,5223.0,117.0,8.3,24.5,23.5
LAND ROVER,2020 Land Rover Defender 110,Medium SUV,Mild Hybrid Diesel,299.0,650.0,2996.0,197.6,79.1,78.6,119.0,11.4,5223.0,119.0,7.0,24.5,23.5
LAND ROVER,LAND ROVER Discovery - LR4 (2013-Present),Premium SUV,Gasoline,340.0,450.0,2998.0,190.1,85.7,74.1,113.6,44.5,5655.0,121.0,8.1,29.4,22.8
LAND ROVER,LAND ROVER Discovery - LR4 (2013-Present),Premium SUV,Diesel,256.0,601.0,2998.0,190.1,85.7,74.1,113.6,44.5,5666.0,112.0,9.3,29.4,22.8
LAND ROVER,LAND ROVER Range Rover Evoque Convertible (2016-Present),Crossover,Gasoline,240.0,340.0,1999.0,172.0,74.8,63.3,104.7,8.9,4268.0,130.0,8.1,27.4,14.3
LAND ROVER,LAND ROVER Range Rover Evoque Convertible (2016-Present),Crossover,Diesel,150.0,380.0,1998.0,172.0,74.8,63.3,104.7,8.9,4336.0,112.0,12.0,41.3,14.3
LAND ROVER,LAND ROVER Range Rover Evoque Convertible (2016-Present),Crossover,Diesel,180.0,430.0,1998.0,172.0,74.8,63.3,104.7,8.9,4336.0,121.0,9.4,41.3,14.3
LAND ROVER,LAND ROVER Defender 130 (2022-Present),Large SUV,Mild Hybrid Diesel,246.0,600.0,2997.0,210.9,79.1,77.6,119.0,10.2,5708.0,117.0,8.9,25.3,23.5
LAND ROVER,LAND ROVER Defender 130 (2022-Present),Large SUV,Mild Hybrid Diesel,296.0,650.0,2997.0,210.9,79.1,77.6,119.0,10.2,5622.0,119.0,7.5,25.3,23.5
LAND ROVER,LAND ROVER Defender 130 (2022-Present),Large SUV,Mild Hybrid Diesel,296.0,650.0,2997.0,210.9,79.1,77.6,119.0,10.2,5708.0,119.0,7.5,25.0,23.5
LAND ROVER,LAND ROVER Defender 130 (2022-Present),Large SUV,Mild Hybrid,395.0,550.0,2996.0,210.9,79.1,77.6,119.0,10.2,5527.0,119.0,6.6,19.1,23.8
LAND ROVER,LAND ROVER Defender 130 (2022-Present),Large SUV,Mild Hybrid,395.0,550.0,2996.0,210.9,79.1,77.6,119.0,10.2,5573.0,119.0,6.6,19.1,23.8
LEXUS,2022 Lexus ES,Medium Premium,Gasoline,203.0,249.0,2487.0,195.9,73.4,56.9,113.0,13.9,3781.0,131.0,8.6,28.0,15.9
LEXUS,2022 Lexus ES,Medium Premium,Gasoline,306.2,362.0,3456.0,195.9,73.4,56.9,113.0,13.9,3649.0,131.0,6.6,23.8,15.9
LEXUS,2022 Lexus ES,Medium Premium,Hybrid Gasoline,176.0,221.0,2487.0,195.9,73.4,56.9,113.0,13.9,3682.0,112.0,8.4,44.4,13.2
LEXUS,2014 Lexus IS,Medium,Gasoline,204.0,251.0,2494.0,183.7,71.3,56.3,110.2,13.8,3649.0,131.0,8.6,23.0,17.4
LEXUS,2014 Lexus IS,Medium,Gasoline,204.0,251.0,2494.0,183.7,71.3,56.3,110.2,13.8,3461.0,140.0,8.0,24.0,17.4
LEXUS,2014 Lexus IS,Medium,Gasoline,207.0,249.0,2494.0,183.7,71.3,56.3,110.2,17.0,3428.0,140.0,8.1,35.1,17.4
LEXUS,2014 Lexus IS,Medium,Gasoline,310.0,376.0,3499.0,183.7,71.3,56.3,110.2,13.8,3737.0,131.0,5.9,21.0,17.4
LEXUS,2014 Lexus IS,Medium,Gasoline,310.0,376.0,3499.0,183.7,71.3,56.3,110.2,13.8,3594.0,143.0,5.8,22.0,17.4
LEXUS,2014 Lexus IS,Medium,Hybrid Gasoline,181.0,216.0,2494.0,183.7,71.3,56.3,110.2,15.9,3571.0,124.0,8.3,54.7,17.4
LEXUS,LEXUS LS (2020-Present),Large,Gasoline,416.0,599.0,3455.0,206.1,74.8,57.1,123.0,16.95,4938.0,136.0,4.8,21.0,21.7
LEXUS,LEXUS LS (2020-Present),Large,Gasoline,416.0,599.0,3455.0,206.1,74.8,57.1,123.0,16.95,4740.0,136.0,4.8,23.0,21.7
LEXUS,LEXUS RC (2018-Present),Coupe,Hybrid,185.0,221.0,2494.0,185.2,72.6,54.7,107.5,10.1,3825.0,118.0,8.6,39.9,17.4
LINCOLN,LINCOLN Continental (2016-Present),Luxury,Gasoline,340.0,515.0,2688.0,201.4,75.3,58.5,117.9,16.7,4224.0,155.0,6.2,21.0,18.0
LINCOLN,LINCOLN Continental (2016-Present),Luxury,Gasoline,340.0,515.0,2688.0,201.4,75.3,58.5,117.9,16.7,4224.0,155.0,6.2,20.0,18.0
LINCOLN,LINCOLN Continental (2016-Present),Luxury,Gasoline,406.0,542.0,3000.0,201.4,75.3,58.5,117.9,16.7,4224.0,155.0,5.8,19.0,18.0
LINCOLN,LINCOLN Continental (2016-Present),Luxury,Gasoline,309.0,380.0,3727.0,201.4,75.3,58.5,117.9,16.7,4224.0,155.0,6.7,20.0,18.0
LINCOLN,LINCOLN Continental (2016-Present),Luxury,Gasoline,309.0,380.0,3727.0,201.4,75.3,58.5,117.9,16.7,4224.0,155.0,7.1,19.0,18.0
LOTUS,LOTUS Evora (2008-Present),Exotic,Gasoline,280.0,350.0,3506.0,171.3,80.6,48.4,101.4,5.7,3166.0,163.0,5.2,26.7,15.9
LOTUS,LOTUS Evora (2008-Present),Exotic,Gasoline,280.0,350.0,3506.0,171.3,80.6,48.4,101.4,5.7,3049.0,163.0,5.0,27.0,15.9
LOTUS,LOTUS Evora (2008-Present),Exotic,Gasoline,349.0,400.0,3506.0,171.3,80.6,48.4,101.4,5.7,3179.0,167.0,4.7,24.2,15.9
LOTUS,LOTUS Evora (2008-Present),Exotic,Gasoline,349.0,400.0,3506.0,171.3,80.6,48.4,101.4,5.7,3168.0,178.0,4.6,23.5,15.9
MASERATI,MASERATI Ghibli (2020-Present),Luxury,Mild Hybrid,330.0,450.0,1998.0,195.7,76.6,57.5,118.0,17.7,4140.0,158.0,5.7,27.7,21.1
MASERATI,2016 Maserati Levante,Medium SUV,Gasoline,350.0,500.0,2979.0,197.0,77.5,66.1,118.3,20.5,4650.0,156.0,6.0,22.0,21.1
MASERATI,2016 Maserati Levante,Medium SUV,Gasoline,430.0,580.0,2979.0,197.0,77.5,66.1,118.3,20.5,4650.0,164.0,5.2,21.6,21.1
MASERATI,2016 Maserati Levante,Medium SUV,Diesel,275.0,600.0,2987.0,197.0,77.5,66.1,118.3,20.5,4861.0,143.0,6.9,32.7,21.1
MASERATI,MASERATI GranTurismo (2007-Present),Premium Coupe,Gasoline,405.0,460.0,4244.0,192.2,72.7,53.3,115.8,9.2,3924.0,177.1,5.2,16.4,22.7
MASERATI,MASERATI Quattroporte VI (2016-Present),Luxury,Gasoline,430.0,580.0,2979.0,207.2,76.7,58.3,124.8,18.7,4101.0,179.0,5.0,24.5,18.5
MASERATI,MASERATI Quattroporte VI (2016-Present),Luxury,Gasoline,430.0,580.0,2979.0,207.2,76.7,58.3,124.8,18.7,4233.0,179.0,4.8,24.2,18.5
MASERATI,MASERATI Quattroporte VI (2016-Present),Luxury,Gasoline,530.0,710.0,3799.0,207.2,76.7,58.3,124.8,18.7,4189.0,193.0,4.7,22.0,18.5
MASERATI,MASERATI Quattroporte VI (2016-Present),Luxury,Diesel,275.0,600.0,2987.0,207.2,76.7,58.3,124.8,18.7,4244.0,157.0,6.4,37.9,18.5
MASERATI,2023 Maserati Grecale GT,Medium SUV,Mild Hybrid,296.0,450.0,1995.0,190.8,76.7,65.7,114.2,18.9,4123.0,149.0,5.6,27.0,16.9
MASERATI,2021 Maserati MC20,Exotic,Gasoline,630.0,730.0,3000.0,183.8,77.4,48.1,106.3,5.3,3307.0,202.0,2.9,20.3,15.9
MASERATI,2023 Maserati Grecale Trofeo,Medium SUV,Gasoline,530.0,620.0,3000.0,191.3,85.2,65.3,114.2,20.1,4469.0,177.0,3.8,21.0,16.9
MAZDA,2020 Mazda 2,Small,Gasoline,90.0,148.0,1496.0,160.0,66.7,58.9,101.2,8.8,2271.0,110.0,12.0,39.9,11.6
MAZDA,2020 Mazda 2,Small,Mild Hybrid,75.0,135.0,1496.0,160.0,66.7,58.9,101.2,8.8,2260.0,106.0,11.4,44.4,11.6
MAZDA,2020 Mazda 2,Small,Mild Hybrid,90.0,148.0,1496.0,160.0,66.7,58.9,101.2,8.8,2260.0,114.0,9.8,44.4,11.6
MAZDA,MAZDA 3 / Axela Sedan (2018-Present),Compact,Gasoline,122.0,213.0,1998.0,183.5,70.7,56.9,107.3,15.9,2866.0,126.0,10.8,42.8,13.2
MAZDA,MAZDA 3 / Axela Sedan (2018-Present),Compact,Gasoline,122.0,213.0,1998.0,183.5,70.7,56.9,107.3,15.9,2811.0,126.0,10.4,46.1,13.2
MAZDA,MAZDA 3 / Axela Sedan (2018-Present),Compact,Diesel,116.0,270.0,1759.0,183.5,70.7,56.9,107.3,15.9,2910.0,124.0,12.1,51.1,13.2
MAZDA,MAZDA 6 / Atenza Sedan (2018-Present),Large,Gasoline,165.0,213.0,1998.0,192.7,72.4,57.1,111.4,17.0,3137.0,130.0,10.5,37.9,16.4
MAZDA,MAZDA 6 / Atenza Sedan (2018-Present),Large,Gasoline,145.0,213.0,1998.0,192.7,72.4,57.1,111.4,17.0,3067.0,129.0,9.9,37.9,16.4
MAZDA,MAZDA 6 / Atenza Sedan (2018-Present),Large,Gasoline,165.0,213.0,1998.0,192.7,72.4,57.1,111.4,17.0,3067.0,134.0,9.3,36.2,16.4
MAZDA,MAZDA 6 / Atenza Sedan (2018-Present),Large,Gasoline,194.0,258.0,2488.0,192.7,72.4,57.1,111.4,17.0,3223.0,139.0,8.1,50.0,16.4
MAZDA,MAZDA 6 / Atenza Sedan (2018-Present),Large,Diesel,165.0,380.0,1998.0,192.7,72.4,57.1,111.4,17.0,3402.0,131.0,10.0,53.5,16.4
MAZDA,MAZDA 6 / Atenza Sedan (2018-Present),Large,Diesel,184.0,445.0,1998.0,192.7,72.4,57.1,111.4,17.0,3408.0,141.0,8.5,50.0,16.4
MAZDA,2019 Mazda 3/Axela Hatchback,Compact,Gasoline,122.0,213.0,1998.0,175.6,70.7,56.7,107.3,13.6,2864.0,122.0,10.8,42.8,13.2
MAZDA,2019 Mazda 3/Axela Hatchback,Compact,Gasoline,122.0,213.0,1998.0,175.6,70.7,56.7,107.3,13.6,2809.0,122.0,10.4,46.1,13.2
MAZDA,2019 Mazda 3/Axela Hatchback,Compact,Diesel,116.0,270.0,1759.0,175.6,70.7,56.7,107.3,12.6,2910.0,124.0,12.1,51.1,13.2
MAZDA,MAZDA CX-5 (2016-Present),Crossover,Gasoline,155.0,196.0,1997.0,178.9,72.4,66.5,106.3,17.8,3329.0,118.0,11.0,37.9,15.3
MAZDA,MAZDA CX-5 (2016-Present),Crossover,Gasoline,160.0,2028.0,1998.0,178.9,72.4,66.5,106.3,17.8,3131.0,123.0,10.9,34.6,15.3
MAZDA,MAZDA CX-5 (2016-Present),Crossover,Gasoline,190.0,251.0,2488.0,178.9,72.4,66.5,106.3,17.8,3395.0,124.0,9.0,35.1,15.3
MAZDA,MAZDA CX-5 (2016-Present),Crossover,Diesel,175.0,420.0,2188.0,178.9,72.4,66.5,106.3,17.8,3527.0,127.0,9.0,42.8,15.3
MAZDA,MAZDA CX-5 (2016-Present),Crossover,Diesel,175.0,420.0,2188.0,178.9,72.4,66.5,106.3,17.8,3638.0,129.0,9.0,43.6,15.3
MAZDA,MAZDA CX-5 (2016-Present),Crossover,Diesel,150.0,380.0,2189.0,178.9,72.4,66.5,106.3,17.8,3351.0,124.0,9.6,43.6,15.3
MAZDA,MAZDA CX-5 (2012-Present),Crossover,Gasoline,160.0,207.0,1997.0,178.7,72.4,65.7,106.3,17.8,3373.0,116.0,9.6,35.6,15.3
MAZDA,MAZDA CX-5 (2012-Present),Crossover,Gasoline,160.0,207.0,1997.0,178.7,72.4,65.7,106.3,17.8,3307.0,122.0,10.5,35.6,15.3
MAZDA,MAZDA CX-5 (2012-Present),Crossover,Gasoline,165.0,210.0,1997.0,178.7,72.4,65.7,106.3,17.8,3131.0,124.0,9.2,39.2,15.3
MAZDA,MAZDA CX-5 (2012-Present),Crossover,Diesel,150.0,380.0,2184.0,178.7,72.4,65.7,106.3,17.8,3560.0,121.0,10.2,42.8,15.3
MAZDA,MAZDA CX-5 (2012-Present),Crossover,Diesel,175.0,420.0,2184.0,178.7,72.4,65.7,106.3,17.8,3560.0,127.0,9.4,42.8,15.3
MAZDA,MAZDA CX-5 (2012-Present),Crossover,Diesel,150.0,380.0,2184.0,178.7,72.4,65.7,106.3,17.8,3538.0,122.0,9.4,45.2,15.3
MAZDA,MAZDA CX-5 (2012-Present),Crossover,Diesel,175.0,420.0,2184.0,178.7,72.4,65.7,106.3,17.8,3538.0,129.0,8.8,45.2,15.3
MAZDA,MAZDA CX-5 (2012-Present),Crossover,Diesel,150.0,380.0,2191.0,178.7,72.4,65.7,106.3,17.8,3428.0,123.0,10.0,44.4,15.3
MAZDA,MAZDA CX-5 (2012-Present),Crossover,Diesel,150.0,380.0,2191.0,178.7,72.4,65.7,106.3,17.8,3351.0,126.0,9.2,51.1,15.3
MAZDA,MAZDA 6 / Atenza Wagon (2015-Present),Large,Gasoline,166.0,210.0,1998.0,189.2,72.4,58.3,108.3,18.4,3120.0,128.0,10.2,39.2,16.4
MAZDA,MAZDA 6 / Atenza Wagon (2015-Present),Large,Gasoline,145.0,210.0,1998.0,189.2,72.4,58.3,108.3,18.4,3042.0,128.0,9.6,42.0,16.4
MAZDA,MAZDA 6 / Atenza Wagon (2015-Present),Large,Gasoline,166.0,210.0,1998.0,189.2,72.4,58.3,108.3,18.4,3042.0,133.0,9.1,39.2,16.4
MAZDA,MAZDA 6 / Atenza Wagon (2015-Present),Large,Gasoline,192.0,256.0,2488.0,189.2,72.4,58.3,108.3,18.4,3175.0,137.0,7.9,36.8,16.4
MAZDA,MAZDA 6 / Atenza Wagon (2015-Present),Large,Diesel,150.0,380.0,2191.0,189.2,72.4,58.3,108.3,18.4,3307.0,126.0,10.0,48.0,16.4
MAZDA,MAZDA 6 / Atenza Wagon (2015-Present),Large,Diesel,175.0,420.0,2191.0,189.2,72.4,58.3,108.3,18.4,3307.0,134.0,8.6,48.0,16.4
MAZDA,MAZDA 6 / Atenza Wagon (2015-Present),Large,Diesel,175.0,420.0,2191.0,189.2,72.4,58.3,108.3,18.4,3439.0,130.0,9.1,43.6,16.4
MAZDA,MAZDA 6 / Atenza Wagon (2015-Present),Large,Diesel,150.0,380.0,2191.0,189.2,72.4,58.3,108.3,18.4,3274.0,130.0,9.3,56.0,16.4
MAZDA,MAZDA 6 / Atenza Wagon (2015-Present),Large,Diesel,175.0,420.0,2191.0,189.2,72.4,58.3,108.3,18.4,3274.0,137.0,8.0,51.1,16.4
MAZDA,MAZDA 6 / Atenza Wagon (2015-Present),Large,Diesel,150.0,380.0,2191.0,189.2,72.4,58.3,108.3,18.4,3406.0,125.0,9.5,56.0,16.4
MAZDA,MAZDA MX-5 / Miata RF (2016-Present),Coupe Cabrio,Gasoline,131.0,150.0,1496.0,154.1,68.3,48.2,90.9,4.6,2403.0,126.0,8.6,38.6,11.9
MAZDA,MAZDA MX-5 / Miata RF (2016-Present),Coupe Cabrio,Gasoline,160.0,200.0,1998.0,154.1,68.3,48.2,90.9,4.6,2535.0,121.0,8.5,36.8,11.9
MAZDA,MAZDA MX-5 / Miata RF (2016-Present),Coupe Cabrio,Gasoline,160.0,200.0,1998.0,154.1,68.3,48.2,90.9,4.6,2491.0,134.0,7.4,35.6,11.9
MAZDA,2015 Mazda MX-5/Miata (ND),Roadster & Convertible,Gasoline,131.0,150.0,1496.0,154.1,68.3,48.2,90.9,4.6,2315.0,127.0,8.3,39.2,11.9
MAZDA,2015 Mazda MX-5/Miata (ND),Roadster & Convertible,Gasoline,157.0,201.0,1998.0,154.1,68.3,48.2,90.9,4.6,2381.0,129.0,7.3,30.0,11.9
MAZDA,2015 Mazda MX-5/Miata (ND),Roadster & Convertible,Gasoline,157.0,201.0,1998.0,154.1,68.3,48.2,90.9,4.6,2332.0,129.0,7.3,30.0,11.9
MAZDA,2015 Mazda MX-5/Miata (ND),Roadster & Convertible,Gasoline,160.0,200.0,1998.0,154.1,68.3,48.2,90.9,4.6,2370.0,133.0,7.3,34.1,11.9
MAZDA,MAZDA MX-5 / Miata Roadster Coupe (2012-Present),Coupe Cabrio,Gasoline,126.0,167.0,1798.0,158.3,67.7,49.4,91.7,5.3,2315.0,123.0,9.9,33.1,13.2
MAZDA,MAZDA MX-5 / Miata Roadster Coupe (2012-Present),Coupe Cabrio,Gasoline,160.0,188.0,1999.0,158.3,67.7,49.4,91.7,5.3,2370.0,121.0,8.9,29.4,13.2
MAZDA,MAZDA MX-5 / Miata Roadster Coupe (2012-Present),Coupe Cabrio,Gasoline,160.0,188.0,1999.0,158.3,67.7,49.4,91.7,5.3,2326.0,135.0,7.9,30.9,13.2
MAZDA,MAZDA 5 / Premacy (2010-Present),Medium MPV,Gasoline,116.0,165.0,1798.0,180.5,78.3,63.6,108.3,15.0,3241.0,113.0,12.8,32.7,15.9
MAZDA,MAZDA 5 / Premacy (2010-Present),Medium MPV,Gasoline,144.0,180.0,1999.0,180.5,78.3,63.6,108.3,15.0,3274.0,116.0,13.1,28.3,15.9
MAZDA,MAZDA 5 / Premacy (2010-Present),Medium MPV,Gasoline,150.0,191.0,1999.0,180.5,78.3,63.6,108.3,15.0,3274.0,120.0,11.0,34.1,15.9
MAZDA,MAZDA 5 / Premacy (2010-Present),Medium MPV,Diesel,116.0,270.0,1560.0,180.5,78.3,63.6,108.3,15.0,3285.0,111.0,13.7,45.2,15.9
MAZDA,MAZDA CX-30 (2019-Present),Small SUV,Gasoline,122.0,213.0,1998.0,173.0,70.7,60.6,104.5,15.2,3166.0,116.0,11.2,35.6,13.5
MAZDA,MAZDA CX-30 (2019-Present),Small SUV,Gasoline,122.0,213.0,1998.0,173.0,70.7,60.6,104.5,15.2,2910.0,116.0,10.6,46.1,13.5
MAZDA,MAZDA CX-30 (2019-Present),Small SUV,Gasoline,180.0,224.0,1998.0,173.0,70.7,60.6,104.5,15.2,3287.0,127.0,8.8,36.2,13.5
MAZDA,MAZDA CX-30 (2019-Present),Small SUV,Gasoline,180.0,224.0,1998.0,173.0,70.7,60.6,104.5,15.2,3234.0,127.0,8.5,39.9,13.5
MAZDA,MAZDA CX-30 (2019-Present),Small SUV,Diesel,116.0,270.0,1759.0,173.0,70.7,60.6,104.5,15.2,2963.0,114.0,10.8,53.5,13.5
MCLAREN,MCLAREN GT (2019-Present),Exotic,Gasoline,620.0,630.0,3994.0,184.4,82.5,47.8,105.3,20.1,3373.0,203.0,3.2,19.8,19.0
MERCEDES BENZ,2020 Mercedes-Benz GLC Coupe,Medium SUV,Gasoline,197.0,320.0,1991.0,186.3,74.4,63.1,113.1,17.7,3847.0,134.0,8.0,33.1,13.2
MERCEDES BENZ,2020 Mercedes-Benz GLC Coupe,Medium SUV,Gasoline,258.0,370.0,1991.0,186.3,74.4,63.1,113.1,17.7,3858.0,149.0,6.4,31.8,13.2
MERCEDES BENZ,2020 Mercedes-Benz GLC Coupe,Medium SUV,Diesel,163.0,360.0,1950.0,186.3,74.4,63.1,113.1,17.7,3902.0,128.0,8.8,45.2,13.2
MERCEDES BENZ,2020 Mercedes-Benz GLC Coupe,Medium SUV,Diesel,194.0,400.0,2143.0,186.3,74.4,63.1,113.1,17.7,3902.0,135.0,7.9,42.8,13.2
MERCEDES BENZ,2020 Mercedes-Benz GLC Coupe,Medium SUV,Diesel,245.0,500.0,1950.0,186.3,74.4,63.1,113.1,17.7,3968.0,145.0,6.6,40.6,13.2
MERCEDES BENZ,2020 Mercedes-Benz GLE,Medium SUV,Gasoline,367.0,500.0,2999.0,193.9,76.7,70.7,117.9,29.1,4729.0,155.0,5.7,28.3,22.5
MERCEDES BENZ,2020 Mercedes-Benz GLE,Medium SUV,Gasoline,489.0,700.0,3982.0,193.9,76.7,70.7,117.9,22.2,5004.0,155.0,4.9,38.6,22.5
MERCEDES BENZ,2020 Mercedes-Benz GLE,Medium SUV,Diesel,245.0,500.0,1950.0,193.9,76.7,70.7,117.9,24.4,4784.0,140.0,7.2,38.6,22.5
MERCEDES BENZ,2020 Mercedes-Benz GLE,Medium SUV,Diesel,272.0,600.0,2925.0,193.9,76.7,70.7,117.9,22.2,4762.0,143.0,6.6,35.1,22.5
MERCEDES BENZ,2020 Mercedes-Benz GLE,Medium SUV,Hybrid Gasoline,211.0,350.0,1991.0,193.9,76.7,70.7,117.9,17.3,5743.0,130.0,6.9,147.0,17.2
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Gasoline,136.0,200.0,1332.0,184.6,78.7,56.8,107.4,17.8,2976.0,134.0,9.6,42.8,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Gasoline,136.0,200.0,1332.0,184.6,78.7,56.8,107.4,17.8,3175.0,134.0,9.2,42.8,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Gasoline,163.0,250.0,1332.0,184.6,78.7,56.8,107.4,17.8,3020.0,140.0,8.7,42.8,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Gasoline,163.0,250.0,1332.0,184.6,78.7,56.8,107.4,17.8,3020.0,140.0,8.4,43.6,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Gasoline,190.0,300.0,1991.0,184.6,78.7,56.8,107.4,17.8,3175.0,149.0,7.1,37.9,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Gasoline,224.0,350.0,1991.0,184.6,78.7,56.8,107.4,17.8,3307.0,155.0,6.4,35.6,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Gasoline,224.0,350.0,1991.0,184.6,78.7,56.8,107.4,17.8,3175.0,155.0,6.4,37.9,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Diesel,116.0,260.0,1461.0,184.6,78.7,56.8,107.4,17.8,3142.0,126.0,11.2,58.8,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Diesel,150.0,320.0,1950.0,184.6,78.7,56.8,107.4,17.8,3428.0,125.0,8.7,49.0,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Diesel,150.0,320.0,1950.0,184.6,78.7,56.8,107.4,17.8,3296.0,137.0,8.4,56.0,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Diesel,190.0,400.0,1950.0,184.6,78.7,56.8,107.4,17.8,3450.0,146.0,7.1,49.0,13.5
MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Diesel,190.0,400.0,1950.0,184.6,78.7,56.8,107.4,17.8,3329.0,147.0,7.2,53.5,13.5
MERCEDES BENZ,2020 Mercedes-Benz GLS,Large SUV,Diesel,286.0,600.0,2925.0,205.0,77.0,71.8,123.4,12.5,5313.0,141.0,7.0,29.8,23.8
MERCEDES BENZ,2020 Mercedes-Benz GLS,Large SUV,Diesel,330.0,700.0,2925.0,205.0,77.0,71.8,123.4,12.5,5324.0,148.0,6.3,29.8,23.8
MERCEDES BENZ,2020 Mercedes-Benz GLB,Medium SUV,Diesel,150.0,320.0,1950.0,182.4,72.2,65.3,111.4,19.8,3660.0,127.0,9.0,42.8,15.9
MERCEDES BENZ,2020 Mercedes-Benz GLB,Medium SUV,Diesel,190.0,400.0,1950.0,182.4,72.2,65.3,111.4,19.8,3660.0,135.0,7.6,42.8,15.9
MERCEDES BENZ,2020 Mercedes-Benz GLB,Medium SUV,Diesel,150.0,320.0,1951.0,182.4,72.2,65.3,111.4,19.8,3538.0,127.0,9.0,47.0,15.9
MERCEDES BENZ,2024 Mercedes-Benz E-Class Estate,Medium,Mild Hybrid,204.0,320.0,1999.0,194.8,74.0,57.8,116.6,21.7,4023.0,144.0,7.8,30.9,17.4
MERCEDES BENZ,2024 Mercedes-Benz E-Class Estate,Medium,Mild Hybrid Diesel,197.0,440.0,1993.0,194.8,74.0,57.8,116.6,21.7,4222.0,143.0,7.9,41.3,17.4
MERCEDES BENZ,2021 Mercedes-Benz GLA,Small SUV,Gasoline,225.0,350.0,1991.0,173.6,72.2,63.4,107.4,15.4,3362.0,149.0,6.7,33.1,11.4
MERCEDES BENZ,2021 Mercedes-Benz GLA,Small SUV,Gasoline,225.0,350.0,1991.0,173.6,72.2,63.4,107.4,15.4,3230.0,149.0,6.9,35.1,11.4
MERCEDES BENZ,2021 Mercedes-Benz GLA,Small SUV,Diesel,150.0,320.0,1951.0,173.6,72.2,63.4,107.4,15.4,3516.0,127.0,8.9,45.2,11.4
MERCEDES BENZ,2021 Mercedes-Benz GLA,Small SUV,Diesel,150.0,320.0,1951.0,173.6,72.2,63.4,107.4,15.4,3395.0,129.0,8.6,49.0,11.4
MERCEDES BENZ,2021 Mercedes-Benz GLA,Small SUV,Diesel,190.0,400.0,1951.0,173.6,72.2,63.4,107.4,15.4,3516.0,136.0,7.3,44.4,11.4
MERCEDES BENZ,2021 Mercedes-Benz GLA,Small SUV,Diesel,190.0,400.0,1951.0,173.6,72.2,63.4,107.4,15.4,3395.0,135.0,7.4,48.0,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,136.0,200.0,1332.0,184.6,78.7,56.7,107.4,16.2,2910.0,134.0,9.4,42.8,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,136.0,200.0,1332.0,184.6,78.7,56.7,107.4,16.2,2976.0,134.0,9.0,40.6,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,163.0,250.0,1332.0,184.6,78.7,56.7,107.4,16.2,2921.0,142.0,8.5,39.9,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,163.0,250.0,1332.0,184.6,78.7,56.7,107.4,16.2,2998.0,142.0,8.2,40.6,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,190.0,300.0,1991.0,184.6,78.7,56.7,107.4,16.2,3241.0,147.0,7.0,36.2,13.5
MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,190.0,300.0,1991.0,184.6,78.7,56.7,107.4,16.2,3120.0,150.0,7.0,38.6,11.4
MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,224.0,350.0,1991.0,184.6,78.7,56.7,107.4,16.2,3252.0,155.0,6.3,36.2,13.5
MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,224.0,350.0,1991.0,184.6,78.7,56.7,107.4,16.2,3120.0,155.0,6.3,38.6,13.5
MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Diesel,116.0,260.0,1461.0,184.6,78.7,56.7,107.4,16.2,3120.0,127.0,10.7,61.9,11.4
