ID,Company,Model,Segment,Fuel,Power(HP),Torque(Nm),Displacement,Length,Width,Height,Wheelbase,Cargo Volume,Unladen Weight,Top Speed,Acceleration 0-62 Mph (0-100 kph),Combined mpg,Fuel capacity,Partition
881,LAND ROVER,LAND ROVER Range Rover Evoque Convertible (2016-Present),Crossover,Diesel,180.0,430.0,1998.0,172.0,74.8,63.3,104.7,8.9,4336.0,121.0,9.4,41.3,14.3,Antrenament
882,FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,106.0,320.0,1598.0,168.1,70.9,66.1,102.8,14.5,3009.0,109.0,12.0,50.0,13.2,Antrenament
883,OPEL,OPEL Crossland X (2017-Present),Crossover,Gasoline,130.0,230.0,1199.0,165.8,69.5,63.2,102.5,14.5,2809.0,128.0,9.1,46.1,11.9,Antrenament
884,MINI,2021 Mini Countryman,Crossover,Gasoline,178.0,280.0,1998.0,169.2,71.7,61.3,105.1,15.9,3395.0,140.0,7.5,36.2,13.5,Antrenament
885,FORD,FORD Puma (2019-Present),Crossover,Mild Hybrid,125.0,210.0,999.0,164.8,71.1,60.5,101.9,18.5,2657.0,119.0,9.8,54.7,11.1,Antrenament
886,VOLKSWAGEN,VOLKSWAGEN T-Roc (2021-Present),Crossover,Gasoline,150.0,250.0,1498.0,166.8,71.6,62.4,102.0,15.7,2818.0,127.0,8.6,37.3,13.2,Antrenament
887,OPEL,OPEL Crossland X (2017-Present),Crossover,Gasoline,81.0,118.0,1199.0,165.8,69.5,63.2,102.5,14.5,2564.0,106.0,14.0,45.2,11.9,Antrenament
888,CITROEN,CITROEN C5 X (2021-Present),Crossover,Gasoline,131.0,230.0,1199.0,189.2,73.2,58.5,109.6,19.2,3292.0,130.0,11.3,39.2,14.0,Antrenament
889,KIA,KIA Stonic (2017-Present),Crossover,Diesel,116.0,280.0,1582.0,163.0,69.3,59.3,101.6,12.4,2635.0,112.0,10.9,60.3,11.9,Antrenament
890,OPEL,OPEL Crossland X (2017-Present),Crossover,Gasoline,110.0,205.0,1199.0,165.8,69.5,63.2,102.5,14.5,2745.0,117.0,10.6,48.0,11.9,Antrenament
891,MAZDA,MAZDA CX-5 (2012-Present),Crossover,Diesel,175.0,420.0,2184.0,178.7,72.4,65.7,106.3,17.8,3538.0,129.0,8.8,45.2,15.3,Antrenament
892,PEUGEOT,2020 Peugeot 2008,Crossover,Diesel,130.0,250.0,1499.0,169.3,78.2,61.0,104.3,14.3,2723.0,124.0,10.1,61.9,10.8,Antrenament
893,SSANGYONG,2016 SsangYong Tivoli XLV,Crossover,Diesel,115.0,300.0,1597.0,174.8,70.8,64.4,102.4,26.5,3384.0,107.0,12.0,37.3,12.4,Antrenament
894,SUZUKI,SUZUKI SX4 S-Cross (2016-Present),Crossover,Diesel,120.0,320.0,1598.0,169.3,70.3,62.2,102.4,15.5,3153.0,109.0,13.0,51.1,12.4,Antrenament
895,MINI,2021 Mini Countryman,Crossover,Diesel,116.0,270.0,1496.0,169.2,71.7,61.3,105.1,15.9,3395.0,119.0,11.2,54.7,13.5,Antrenament
896,FIAT,FIAT 500 X (2018-Present),Crossover,Gasoline,110.0,152.0,1598.0,167.9,79.7,62.8,101.2,12.4,2811.0,112.0,11.5,35.1,12.7,Antrenament
897,MINI,2021 Mini Countryman,Crossover,Gasoline,306.0,450.0,1995.0,169.2,71.7,61.3,105.1,15.9,3627.0,140.0,5.1,32.2,13.5,Antrenament
898,MAZDA,MAZDA CX-5 (2012-Present),Crossover,Diesel,150.0,380.0,2191.0,178.7,72.4,65.7,106.3,17.8,3351.0,126.0,9.2,51.1,15.3,Antrenament
899,PEUGEOT,PEUGEOT 3008 (2020-Present),Crossover,Gasoline,180.0,250.0,1598.0,175.1,72.5,63.8,105.3,18.4,2910.0,138.0,8.0,36.2,14.0,Antrenament
900,NISSAN,2013 Nissan Juke Nismo,Crossover,Gasoline,200.0,250.0,1618.0,164.0,69.7,61.6,99.6,8.9,2987.0,124.0,8.2,30.9,12.2,Antrenament
901,RENAULT,RENAULT Scenic XMOD (2013-Present),Crossover,Diesel,110.0,240.0,1461.0,172.1,72.6,65.2,106.5,19.6,3261.0,112.0,13.4,50.0,15.9,Antrenament
902,FIAT,FIAT 500 X (2018-Present),Crossover,Gasoline,150.0,270.0,1332.0,167.9,79.7,62.8,101.2,12.4,2910.0,124.0,9.1,38.6,14.5,Antrenament
903,SKODA,2021 Skoda Kodiaq,Crossover,Gasoline,150.0,250.0,1498.0,184.9,74.1,66.2,109.8,29.5,3360.0,127.0,9.8,34.1,15.3,Antrenament
904,KIA,KIA Stonic (2017-Present),Crossover,Gasoline,99.0,133.0,1368.0,163.0,69.3,59.3,101.6,12.4,2557.0,107.0,12.3,42.8,11.9,Antrenament
905,DS AUTOMOBILES,2018 Citroen DS 3 Crossback,Crossover,Gasoline,131.0,230.0,1199.0,162.1,70.5,60.4,100.7,12.4,2657.0,122.0,9.2,48.0,10.8,Antrenament
906,PEUGEOT,2020 Peugeot 2008,Crossover,Diesel,101.0,250.0,1499.0,169.3,78.2,61.0,104.3,14.3,2657.0,115.0,11.8,65.3,10.8,Antrenament
907,MINI,2021 Mini Countryman,Crossover,Gasoline,136.0,220.0,1499.0,169.2,71.7,61.3,105.1,15.9,3318.0,127.0,9.7,42.0,13.5,Antrenament
908,MAZDA,MAZDA CX-5 (2016-Present),Crossover,Gasoline,160.0,2028.0,1998.0,178.9,72.4,66.5,106.3,17.8,3131.0,123.0,10.9,34.6,15.3,Antrenament
909,MINI,2021 Mini Countryman,Crossover,Diesel,190.0,400.0,1995.0,169.2,71.7,61.3,105.1,15.9,3549.0,140.0,7.9,52.3,13.5,Antrenament
910,FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,106.0,320.0,1598.0,168.1,70.9,66.1,102.8,14.5,3020.0,114.0,11.5,49.0,13.2,Antrenament
911,VOLVO,VOLVO XC60 (2017-Present),Crossover,Diesel,190.0,400.0,1969.0,184.6,78.7,65.3,112.8,17.8,4211.0,127.0,8.4,45.2,15.9,Antrenament
912,JAGUAR,2017 Jaguar E-Pace,Crossover,Diesel,180.0,430.0,1999.0,173.7,78.1,64.9,105.6,20.4,4063.0,127.0,9.3,42.0,14.5,Antrenament
913,MAZDA,MAZDA CX-5 (2016-Present),Crossover,Gasoline,190.0,251.0,2488.0,178.9,72.4,66.5,106.3,17.8,3395.0,124.0,9.0,35.1,15.3,Antrenament
914,NISSAN,2013 Nissan Juke Nismo,Crossover,Gasoline,200.0,250.0,1618.0,164.0,69.7,61.6,99.6,8.9,2701.0,124.0,8.2,34.1,12.2,Antrenament
915,FIAT,FIAT 500 X (2018-Present),Crossover,Diesel,95.0,200.0,1248.0,167.9,79.7,62.8,101.2,12.4,2910.0,107.0,13.5,56.0,14.5,Antrenament
916,FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,95.0,127.0,1368.0,168.1,70.9,66.1,102.8,14.5,2745.0,103.0,13.2,36.8,13.2,Antrenament
917,FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,106.0,320.0,1598.0,168.1,70.9,66.1,102.8,14.5,3020.0,114.0,11.5,49.0,13.2,Antrenament
918,OPEL,OPEL Crossland X (2017-Present),Crossover,Diesel,120.0,300.0,1560.0,165.8,69.5,63.2,102.5,14.5,2908.0,116.0,9.9,58.8,11.9,Antrenament
919,FORD,2021 Ford Puma ST,Crossover,Gasoline,170.0,200.0,999.0,166.4,71.1,60.4,101.9,16.1,3073.0,137.0,6.7,34.1,11.1,Antrenament
920,SUZUKI,SUZUKI SX4 S-Cross (2016-Present),Crossover,Diesel,120.0,320.0,1598.0,169.3,70.3,62.2,102.4,15.5,3109.0,109.0,13.0,53.5,12.4,Antrenament
921,MINI,2021 Mini Countryman,Crossover,Diesel,190.0,400.0,1995.0,169.2,71.7,61.3,105.1,15.9,3693.0,139.0,7.6,49.0,13.5,Antrenament
922,CHEVROLET,CHEVROLET Equinox (2020-Present),Crossover,Gasoline,170.0,275.0,1490.0,183.1,72.6,65.4,107.3,29.9,3375.0,124.0,8.8,25.0,14.8,Antrenament
923,SSANGYONG,2016 SsangYong Tivoli XLV,Crossover,Diesel,115.0,300.0,1597.0,174.8,70.8,64.4,102.4,26.5,3097.0,109.0,12.0,52.3,12.4,Antrenament
924,AUDI,2020 Audi A1 citycarver,Crossover,Gasoline,116.0,200.0,999.0,159.1,76.4,56.4,100.9,11.8,2579.0,126.0,9.4,46.1,10.6,Antrenament
925,JAGUAR,2017 Jaguar E-Pace,Crossover,Gasoline,200.0,340.0,1998.0,173.7,78.1,64.9,105.6,20.4,3874.0,134.0,8.2,28.7,18.1,Antrenament
926,FIAT,2014 Fiat Panda Cross,Crossover,Gasoline,90.0,145.0,875.0,145.9,65.4,64.5,90.6,7.9,2403.0,104.0,12.0,50.0,9.2,Antrenament
927,PEUGEOT,PEUGEOT 3008 (2020-Present),Crossover,Gasoline,180.0,250.0,1598.0,175.1,72.5,63.8,105.3,18.4,3150.0,138.0,8.0,34.1,14.0,Antrenament
928,FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,106.0,145.0,875.0,168.1,70.9,66.1,102.8,14.5,2778.0,107.0,12.6,46.1,13.2,Antrenament
929,MAZDA,MAZDA CX-5 (2012-Present),Crossover,Gasoline,160.0,207.0,1997.0,178.7,72.4,65.7,106.3,17.8,3373.0,116.0,9.6,35.6,15.3,Antrenament
930,MINI,2021 Mini Countryman,Crossover,Diesel,150.0,350.0,1995.0,169.2,71.7,61.3,105.1,15.9,3494.0,132.0,9.1,53.5,13.5,Antrenament
931,AUDI,2020 Audi A1 citycarver,Crossover,Gasoline,116.0,200.0,999.0,159.1,76.4,56.4,100.9,11.8,2491.0,126.0,9.5,45.2,10.6,Antrenament
932,FORD,FORD Puma (2019-Present),Crossover,Gasoline,125.0,170.0,999.0,164.8,71.1,60.5,101.9,18.5,2657.0,119.0,10.0,52.3,11.1,Antrenament
933,TOYOTA,TOYOTA Aygo X (2021-Present),Crossover,Gasoline,72.0,93.0,998.0,145.7,68.5,60.0,95.7,8.2,2072.0,94.0,15.5,48.0,9.2,Antrenament
934,RENAULT,2020 Renault Arkana,Crossover,Gasoline,114.0,156.0,1598.0,178.9,80.6,62.0,107.1,17.9,3020.0,107.0,15.2,34.1,13.2,Antrenament
935,RENAULT,2020 Renault Arkana,Crossover,Gasoline,150.0,250.0,1332.0,178.9,80.6,62.0,107.1,17.9,3038.0,119.0,10.2,33.1,13.2,Antrenament
936,DS AUTOMOBILES,2018 Citroen DS 3 Crossback,Crossover,Gasoline,155.0,240.0,1199.0,162.1,70.5,60.4,100.7,12.4,2657.0,129.0,8.2,43.6,10.8,Antrenament
937,AUDI,AUDI Q3 (2018-Present),Crossover,Gasoline,230.0,350.0,1984.0,176.6,73.1,62.4,105.9,18.7,3737.0,145.0,6.3,30.9,15.3,Antrenament
938,PEUGEOT,PEUGEOT 3008 (2020-Present),Crossover,Gasoline,130.0,230.0,1199.0,175.1,72.5,63.8,105.3,18.4,2910.0,122.0,9.7,36.2,14.0,Antrenament
939,KIA,KIA Stonic (2017-Present),Crossover,Gasoline,120.0,172.0,998.0,163.0,69.3,59.3,101.6,12.4,2612.0,115.0,10.3,47.0,11.9,Antrenament
940,FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,86.0,201.0,1248.0,168.1,70.9,66.1,102.8,14.5,2855.0,98.0,16.1,56.0,13.2,Antrenament
941,SUZUKI,SUZUKI SX4 S-Cross (2016-Present),Crossover,Gasoline,140.0,220.0,1373.0,169.3,70.3,62.2,102.4,15.5,2701.0,124.0,9.5,43.6,12.4,Antrenament
942,TOYOTA,2020 Toyota C-HR,Crossover,Gasoline,116.0,185.0,1197.0,172.6,70.7,61.6,103.9,19.1,3064.0,115.0,10.8,38.6,13.2,Antrenament
943,LAND ROVER,LAND ROVER Range Rover Evoque Convertible (2016-Present),Crossover,Diesel,150.0,380.0,1998.0,172.0,74.8,63.3,104.7,8.9,4336.0,112.0,12.0,41.3,14.3,Antrenament
944,NISSAN,NISSAN Juke (2019-Present),Crossover,Gasoline,114.0,200.0,999.0,165.7,70.9,62.8,103.8,14.9,2617.0,112.0,10.7,47.0,12.2,Antrenament
945,MITSUBISHI,2023 Mitsubishi ASX,Crossover,Gasoline,91.0,160.0,999.0,166.4,70.7,62.4,103.9,13.4,2776.0,104.0,14.0,41.3,12.7,Antrenament
946,SSANGYONG,2016 SsangYong Tivoli XLV,Crossover,Diesel,115.0,300.0,1597.0,174.8,70.8,64.4,102.4,26.5,3318.0,109.0,12.0,48.0,12.4,Antrenament
947,RENAULT,2020 Renault Arkana,Crossover,Gasoline,150.0,250.0,1332.0,178.9,80.6,62.0,107.1,17.9,3038.0,119.0,10.5,32.7,13.2,Antrenament
948,MAZDA,MAZDA CX-5 (2012-Present),Crossover,Gasoline,165.0,210.0,1997.0,178.7,72.4,65.7,106.3,17.8,3131.0,124.0,9.2,39.2,15.3,Antrenament
949,SUZUKI,SUZUKI Ignis (2019-Present),Crossover,Mild Hybrid,83.0,107.0,1242.0,145.7,65.4,63.2,95.9,9.4,1973.0,103.0,12.7,46.1,8.5,Antrenament
950,BMW,BMW X1 (2022-Present),Crossover,Gasoline,136.0,230.0,1499.0,177.2,72.6,64.6,106.0,19.1,3307.0,129.0,9.2,33.6,11.9,Antrenament
951,BMW,BMW X1 (2022-Present),Crossover,Diesel,150.0,360.0,1995.0,177.2,72.6,64.6,106.0,17.7,3472.0,130.0,8.9,42.8,11.9,Antrenament
952,MINI,2021 Mini Countryman,Crossover,Gasoline,136.0,220.0,1499.0,169.2,71.7,61.3,105.1,15.9,3318.0,127.0,9.7,42.0,13.5,Antrenament
953,MAZDA,MAZDA CX-5 (2012-Present),Crossover,Diesel,150.0,380.0,2191.0,178.7,72.4,65.7,106.3,17.8,3428.0,123.0,10.0,44.4,15.3,Antrenament
954,MAZDA,MAZDA CX-5 (2016-Present),Crossover,Diesel,175.0,420.0,2188.0,178.9,72.4,66.5,106.3,17.8,3638.0,129.0,9.0,43.6,15.3,Antrenament
955,BMW,BMW X1 (2022-Present),Crossover,Mild Hybrid,204.0,320.0,1998.0,177.2,72.6,64.6,106.0,17.7,3649.0,145.0,7.1,32.7,11.9,Antrenament
956,MITSUBISHI,2023 Mitsubishi ASX,Crossover,Mild Hybrid,158.0,270.0,1333.0,166.4,70.7,62.4,103.9,13.4,2921.0,127.0,8.5,39.9,12.7,Antrenament
957,BUICK,2021 Buick Envision,Crossover,Mild Hybrid,240.3,350.0,1998.0,182.5,74.1,64.6,109.4,18.2,4167.0,130.0,8.4,30.9,18.0,Antrenament
958,JAGUAR,2017 Jaguar E-Pace,Crossover,Diesel,150.0,380.0,1999.0,173.7,78.1,64.9,105.6,20.4,4063.0,120.0,10.5,42.0,14.5,Antrenament
959,CHEVROLET,CHEVROLET Equinox (2020-Present),Crossover,Gasoline,256.0,353.0,1998.0,183.1,72.6,65.4,107.3,29.9,3536.0,140.0,6.6,22.0,14.8,Antrenament
960,JAGUAR,2017 Jaguar E-Pace,Crossover,Diesel,240.0,500.0,1999.0,173.7,78.1,64.9,105.6,20.4,4246.0,139.0,7.4,37.9,14.5,Antrenament
961,RENAULT,RENAULT Scenic XMOD (2013-Present),Crossover,Diesel,131.0,320.0,1598.0,172.1,72.6,65.2,106.5,19.6,3331.0,121.0,10.3,53.5,15.9,Antrenament
962,JAGUAR,2017 Jaguar E-Pace,Crossover,Gasoline,300.0,400.0,1998.0,173.7,78.1,64.9,105.6,20.4,4176.0,151.0,6.4,29.4,18.1,Antrenament
963,AUDI,AUDI Q3 (2018-Present),Crossover,Diesel,150.0,340.0,1968.0,176.6,73.1,62.4,105.9,18.7,3483.0,129.0,9.2,48.0,15.3,Antrenament
964,MAZDA,MAZDA CX-5 (2012-Present),Crossover,Diesel,175.0,420.0,2184.0,178.7,72.4,65.7,106.3,17.8,3560.0,127.0,9.4,42.8,15.3,Antrenament
965,PEUGEOT,2020 Peugeot 2008,Crossover,Gasoline,131.0,230.0,1198.0,169.3,78.2,61.0,104.3,14.3,2632.0,126.0,9.7,52.3,10.8,Antrenament
966,PEUGEOT,2020 Peugeot 2008,Crossover,Gasoline,155.0,240.0,1198.0,169.3,78.2,61.0,104.3,14.3,2657.0,128.0,8.9,35.6,10.8,Antrenament
967,FIAT,FIAT 500 X (2018-Present),Crossover,Gasoline,120.0,190.0,999.0,167.9,79.7,62.8,101.2,12.4,2910.0,117.0,10.9,40.6,14.5,Antrenament
968,AUDI,AUDI Q3 (2018-Present),Crossover,Diesel,150.0,340.0,1968.0,176.6,73.1,62.4,105.9,18.7,3583.0,131.0,9.3,41.3,15.3,Antrenament
969,VOLKSWAGEN,VOLKSWAGEN T-Roc (2021-Present),Crossover,Diesel,150.0,300.0,1968.0,166.8,71.6,62.4,102.0,15.7,3042.0,127.0,8.6,48.0,13.2,Antrenament
970,OPEL,OPEL Crossland X (2017-Present),Crossover,Gasoline,110.0,205.0,1199.0,165.8,69.5,63.2,102.5,14.5,2842.0,116.0,11.8,43.6,11.9,Test
971,MINI,2021 Mini Countryman,Crossover,Gasoline,178.0,280.0,1998.0,169.2,71.7,61.3,105.1,15.9,3627.0,140.0,7.3,36.2,13.5,Test
972,MITSUBISHI,2020 Mitsubishi ASX,Crossover,Gasoline,150.0,195.0,1998.0,171.9,69.7,64.6,105.1,14.3,3252.0,118.0,11.7,36.2,16.6,Test
973,AUDI,AUDI Q5 (2020-Present),Crossover,Mild Hybrid,265.0,370.0,1984.0,184.3,74.5,65.4,111.0,18.4,3880.0,149.0,6.1,28.3,18.5,Test
974,TOYOTA,2020 Toyota C-HR,Crossover,Hybrid,152.0,185.0,1987.0,172.6,70.7,61.6,103.9,19.1,3274.0,112.0,8.2,38.6,11.4,Test
975,AUDI,AUDI Q3 (2018-Present),Crossover,Gasoline,150.0,250.0,1498.0,176.6,73.1,62.4,105.9,23.8,3461.0,129.0,9.2,39.9,15.3,Test
976,MAZDA,MAZDA CX-5 (2016-Present),Crossover,Diesel,150.0,380.0,2189.0,178.9,72.4,66.5,106.3,17.8,3351.0,124.0,9.6,43.6,15.3,Test
977,TOYOTA,2020 Toyota C-HR,Crossover,Gasoline,116.0,185.0,1197.0,172.6,70.7,61.6,103.9,19.1,3064.0,118.0,10.9,38.6,13.2,Test
978,SUZUKI,SUZUKI Ignis (2019-Present),Crossover,Mild Hybrid,83.0,107.0,1242.0,145.7,65.4,63.2,95.9,9.4,2039.0,96.0,12.4,42.8,8.5,Test
979,JAGUAR,2017 Jaguar E-Pace,Crossover,Gasoline,250.0,365.0,1998.0,173.7,78.1,64.9,105.6,20.4,4039.0,143.0,7.0,30.5,18.1,Test
980,MAZDA,MAZDA CX-5 (2012-Present),Crossover,Gasoline,160.0,207.0,1997.0,178.7,72.4,65.7,106.3,17.8,3307.0,122.0,10.5,35.6,15.3,Test
981,BMW,BMW X1 (2022-Present),Crossover,Mild Hybrid Diesel,197.0,400.0,1995.0,177.2,72.6,64.6,106.0,17.7,3726.0,140.0,7.4,44.4,11.9,Test
982,FORD,2021 Ford Puma ST,Crossover,Gasoline,200.0,320.0,1497.0,166.4,71.1,60.4,101.9,16.1,2994.0,137.0,6.7,34.1,11.9,Test
983,MAZDA,MAZDA CX-5 (2016-Present),Crossover,Gasoline,155.0,196.0,1997.0,178.9,72.4,66.5,106.3,17.8,3329.0,118.0,11.0,37.9,15.3,Test
984,AUDI,AUDI Q3 (2018-Present),Crossover,Gasoline,190.0,320.0,1984.0,176.6,73.1,62.4,105.9,18.7,3737.0,137.0,7.4,31.4,15.3,Test
985,VOLKSWAGEN,VOLKSWAGEN T-Roc (2021-Present),Crossover,Gasoline,150.0,250.0,1498.0,166.8,71.6,62.4,102.0,15.7,2787.0,127.0,8.6,37.9,13.2,Test
986,AUDI,AUDI Q3 (2018-Present),Crossover,Gasoline,150.0,250.0,1498.0,176.6,73.1,62.4,105.9,18.7,3384.0,131.0,9.6,37.3,15.3,Test
987,MINI,2021 Mini Countryman,Crossover,Diesel,150.0,350.0,1995.0,169.2,71.7,61.3,105.1,15.9,3627.0,131.0,9.0,49.0,13.5,Test
988,CUPRA,CUPRA Formentor (2020-Present),Crossover,Gasoline,310.0,480.0,2480.0,175.2,72.4,59.5,105.5,15.9,3545.0,155.0,4.2,23.3,14.5,Test
989,DS AUTOMOBILES,2018 Citroen DS 3 Crossback,Crossover,Diesel,110.0,250.0,1499.0,162.1,70.5,60.4,100.7,12.4,2657.0,121.0,9.7,52.3,10.8,Test
990,AUDI,AUDI Q5 (2020-Present),Crossover,Diesel,163.0,370.0,1968.0,184.3,74.5,65.4,111.0,19.4,3836.0,132.0,9.0,42.0,17.2,Test
991,SSANGYONG,2016 SsangYong Tivoli XLV,Crossover,Diesel,115.0,300.0,1597.0,174.8,70.8,64.4,102.4,26.5,3142.0,107.0,12.0,37.3,12.4,Test
992,VOLKSWAGEN,VOLKSWAGEN T-Roc (2021-Present),Crossover,Diesel,116.0,300.0,1968.0,166.8,71.6,62.4,102.0,15.7,2954.0,116.0,10.4,48.0,13.2,Test
993,MINI,2021 Mini Countryman,Crossover,Gasoline,136.0,220.0,1499.0,169.2,71.7,61.3,105.1,15.9,3483.0,126.0,10.1,38.6,13.5,Test
994,SKODA,2021 Skoda Kodiaq,Crossover,Gasoline,150.0,250.0,1498.0,184.9,74.1,66.2,109.8,29.5,3307.0,128.0,9.8,35.6,15.3,Test
995,FIAT,FIAT 500 X (2018-Present),Crossover,Diesel,120.0,320.0,1598.0,167.9,79.7,62.8,101.2,12.4,2910.0,107.0,13.5,50.0,14.5,Test
996,RENAULT,RENAULT Scenic XMOD (2013-Present),Crossover,Diesel,110.0,260.0,1461.0,172.1,72.6,65.2,106.5,19.6,3212.0,112.0,12.5,57.4,15.9,Test
997,MINI,2021 Mini Countryman,Crossover,Diesel,150.0,350.0,1995.0,169.2,71.7,61.3,105.1,15.9,3417.0,133.0,9.1,53.5,13.5,Test
998,LAND ROVER,LAND ROVER Range Rover Evoque Convertible (2016-Present),Crossover,Gasoline,240.0,340.0,1999.0,172.0,74.8,63.3,104.7,8.9,4268.0,130.0,8.1,27.4,14.3,Test
999,NISSAN,NISSAN X-Trail (2022-Present),Crossover,Mild Hybrid,1463.0,300.0,1497.0,184.3,81.3,67.9,106.5,20.7,3503.0,124.0,9.6,33.1,14.5,Test
1000,AUDI,2019 Audi A6 allroad quattro,Crossover,Diesel,286.0,620.0,2967.0,194.9,74.8,59.1,115.4,20.0,4288.0,155.0,5.9,39.9,16.6,Test
1001,FIAT,FIAT 500 X (2018-Present),Crossover,Diesel,120.0,320.0,1598.0,167.9,79.7,62.8,101.2,12.4,2910.0,107.0,13.5,50.0,14.5,Test
1002,SUZUKI,SUZUKI SX4 S-Cross (2016-Present),Crossover,Gasoline,111.0,170.0,998.0,169.3,70.3,62.2,102.4,15.5,2723.0,106.0,12.4,45.2,12.4,Test
1003,PEUGEOT,2020 Peugeot 2008,Crossover,Gasoline,102.0,205.0,1198.0,169.3,78.2,61.0,104.3,14.3,2621.0,114.0,12.0,51.1,10.8,Test
1004,FIAT,2013 Fiat 500L Trekking,Crossover,Natural Gas,120.0,216.0,1368.0,168.1,70.9,66.1,102.8,14.5,2778.0,107.0,12.6,25.8,13.2,Test
1005,PEUGEOT,PEUGEOT 3008 (2020-Present),Crossover,Diesel,130.0,300.0,1199.0,175.1,72.5,63.8,105.3,18.4,3150.0,119.0,11.5,46.1,14.0,Test
1006,KIA,KIA Stonic (2017-Present),Crossover,Diesel,116.0,280.0,1582.0,163.0,69.3,59.3,101.6,12.4,2840.0,114.0,10.9,53.3,11.9,Test
1007,FORD,FORD Puma (2019-Present),Crossover,Gasoline,125.0,200.0,999.0,164.8,71.1,60.5,101.9,18.5,2923.0,116.0,10.2,48.0,11.1,Test
1008,TOYOTA,2020 Toyota C-HR,Crossover,Gasoline,116.0,185.0,1197.0,172.6,70.7,61.6,103.9,19.1,3064.0,118.0,10.9,38.6,13.2,Test
1009,AUDI,AUDI Q3 Sportback (2019-Present),Crossover,Diesel,150.0,340.0,1984.0,177.2,72.4,61.6,105.9,18.7,3483.0,127.0,9.3,48.0,15.3,Test
1010,AUDI,AUDI Q3 Sportback (2019-Present),Crossover,Diesel,150.0,340.0,1984.0,177.2,72.4,61.6,105.9,18.7,3605.0,129.0,9.3,42.8,15.3,Test
1011,DS AUTOMOBILES,2018 Citroen DS 3 Crossback,Crossover,Gasoline,102.0,205.0,1199.0,162.1,70.5,60.4,100.7,12.4,2579.0,115.0,10.9,50.0,10.8,Test
1012,MINI,2021 Mini Countryman,Crossover,Diesel,116.0,270.0,1496.0,169.2,71.7,61.3,105.1,15.9,3340.0,119.0,11.2,53.5,13.5,Test
1013,TOYOTA,2020 Toyota C-HR,Crossover,Hybrid,98.0,142.0,1789.0,172.6,70.7,61.6,103.9,19.1,3131.0,106.0,11.0,61.9,11.4,Test
1014,JAGUAR,2017 Jaguar E-Pace,Crossover,Diesel,180.0,430.0,1999.0,173.7,78.1,64.9,105.6,20.4,4037.0,129.0,9.9,45.2,14.5,Test
1015,RENAULT,RENAULT Scenic XMOD (2013-Present),Crossover,Gasoline,116.0,190.0,1196.0,172.1,72.6,65.2,106.5,19.6,3139.0,112.0,11.7,38.6,15.9,Test
1016,JAGUAR,2017 Jaguar E-Pace,Crossover,Diesel,150.0,380.0,1999.0,173.7,78.1,64.9,105.6,20.4,3913.0,124.0,10.1,50.0,14.5,Test
1017,VOLKSWAGEN,VOLKSWAGEN T-Roc (2021-Present),Crossover,Gasoline,110.0,200.0,999.0,166.8,71.6,62.4,102.0,15.7,2703.0,115.0,10.8,39.9,13.2,Test
1018,JAGUAR,2017 Jaguar E-Pace,Crossover,Diesel,150.0,380.0,1999.0,173.7,78.1,64.9,105.6,20.4,4037.0,121.0,10.7,45.2,14.5,Test
1019,NISSAN,NISSAN X-Trail (2022-Present),Crossover,Hybrid Gasoline,158.0,250.0,1497.0,184.3,81.3,67.9,106.5,20.7,3920.0,106.0,8.0,40.6,14.5,Test
1020,TOYOTA,2020 Toyota C-HR,Crossover,Gasoline,144.0,189.0,1987.0,172.6,70.7,61.6,103.9,19.1,3131.0,121.0,10.9,29.0,13.2,Test
1021,SUZUKI,SUZUKI SX4 S-Cross (2016-Present),Crossover,Gasoline,111.0,170.0,998.0,169.3,70.3,62.2,102.4,15.5,2568.0,112.0,11.0,47.0,12.4,Test
1022,SUZUKI,SUZUKI SX4 S-Cross (2016-Present),Crossover,Gasoline,140.0,220.0,1373.0,169.3,70.3,62.2,102.4,15.5,2888.0,124.0,10.2,41.3,12.4,Test
1023,RENAULT,RENAULT Scenic XMOD (2013-Present),Crossover,Gasoline,131.0,205.0,1196.0,172.1,72.6,65.2,106.5,19.6,3294.0,118.0,11.4,36.8,15.9,Test
1024,FIAT,2014 Fiat Panda Cross,Crossover,Diesel,80.0,190.0,1248.0,145.9,65.4,64.5,90.6,7.9,2546.0,99.0,14.3,50.0,9.2,Test
1025,SUZUKI,SUZUKI Ignis (2019-Present),Crossover,Mild Hybrid,83.0,107.0,1242.0,145.7,65.4,63.2,95.9,7.2,2072.0,103.0,12.8,42.8,7.9,Test
1026,NISSAN,2013 Nissan Juke Nismo,Crossover,Gasoline,214.0,250.0,1618.0,164.0,69.7,61.6,99.6,8.9,3239.0,124.0,8.0,32.2,13.2,Test
1027,AUDI,2019 Audi A6 allroad quattro,Crossover,Diesel,231.0,500.0,2967.0,194.9,74.8,59.1,115.4,9.4,3627.0,155.0,6.7,39.9,16.6,Test
1028,AUDI,AUDI Q3 (2018-Present),Crossover,Diesel,190.0,400.0,1968.0,176.6,73.1,62.4,105.9,18.7,3737.0,137.0,8.0,42.0,15.3,Test
